date,CPI,Core CPI,Food,Energy,Commodities (less food and energy),Services (less energy),Food at home,Food away from home,Energy commodities,Energy services,New vehicles,Used cars and trucks,Apparel,Medical Care Commodities,Alcoholic beverages,Tobacco and smoking products,Shelter,Transportation services,Medical care services,Cereals and bakery products,"Meats, poultry, fish, and eggs",Dairy and related products,Fruits and vegetables,Nonalcoholic beverages,Other food at home,Full service meals,Fuel oil,Gasoline,Electricity,Utility gas service
1948-06-01,0.09375,,0.12765957446808507,,,,,,,0.027472527472527375,,,0.06000000000000005,,,,,,,,,,0.04977375565610842,0.1271186440677965,,,,,,
1948-07-01,0.09761583445793964,,0.12184873949579833,,,,,,,0.027472527472527375,,,0.06750000000000012,,,,,,,,,,0.054054054054053946,0.134453781512605,,,,,,
1948-08-01,0.09062499999999996,,0.09958506224066377,,,,,,,0.02732240437158473,,,0.07481296758104738,,,,,,,,,,0.0,0.12605042016806722,,,,,,
1948-09-01,0.06654991243432562,,0.06048387096774199,,,,,,,0.02732240437158473,,,0.07213930348258701,,,,,,,,,,-0.012875536480686733,0.09917355371900838,,,,,,
1948-10-01,0.061108686163247494,,0.048192771084337505,,,,,,,0.032786885245901454,,,0.06683168316831689,,,,,,,,,,-0.017167381974249052,0.08196721311475419,,,,,,
1948-11-01,0.047701647875108444,,0.01984126984126977,,,,,,,0.032786885245901454,,,0.059113300492610765,,,,,,,,,,-0.051724137931034475,0.06400000000000006,,,,,,
1948-12-01,0.02733874412644166,,-0.0077821011673151474,,,,,,,0.02717391304347827,,,0.04878048780487809,,,,,,,,,,-0.06382978723404253,0.05555555555555558,,,,,,
1949-01-01,0.013935810810810967,,-0.026819923371647625,,,,,,,0.027027027027026973,,,0.021791767554479646,,,,,,,,,,-0.017316017316017396,0.039682539682539764,,,,,,
1949-02-01,0.010139416983523386,,-0.02316602316602312,,,,,,,0.032432432432432545,,,0.0,,,,,,,,,,0.008547008547008739,0.03149606299212593,,,,,,
1949-03-01,0.01744680851063829,,0.0,,,,,,,0.026881720430107503,,,-0.00952380952380949,,,,,,,,,,0.03896103896103886,0.0234375,,,,,,
1949-04-01,0.004198152812762368,,-0.02692307692307694,,,,,,,0.032258064516129004,,,-0.019002375296912177,,,,,,,,,,0.00843881856540074,0.01538461538461533,,,,,,
1949-05-01,-0.004164931278633932,,-0.041825095057034245,,,,,,,0.032258064516129004,,,-0.03294117647058825,,,,,,,,,,0.012820512820512775,0.01526717557251911,,,,,,
1949-06-01,-0.009523809523809379,,-0.04528301886792452,,,,,,,0.02673796791443861,,,-0.03301886792452824,,,,,,,,,,0.012931034482758674,0.015037593984962294,,,,,,
1949-07-01,-0.02868852459016391,,-0.07116104868913853,,,,,,,0.03208556149732633,,,-0.0444964871194381,,,,,,,,,,-0.017094017094017033,0.007407407407407307,,,,,,
1949-08-01,-0.02988129349160873,,-0.0641509433962264,,,,,,,0.02659574468085113,,,-0.06032482598607891,,,,,,,,,,0.008695652173912993,0.014925373134328401,,,,,,
1949-09-01,-0.02504105090311981,,-0.049429657794676785,,,,,,,0.02659574468085113,,,-0.06728538283062646,,,,,,,,,,0.026086956521739202,0.022556390977443552,,,,,,
1949-10-01,-0.026326614561908546,,-0.04980842911877392,,,,,,,0.021164021164021385,,,-0.07424593967517412,,,,,,,,,,0.004366812227074357,0.037878787878787845,,,,,,
1949-11-01,-0.019039735099337762,,-0.035019455252918275,,,,,,,0.021164021164021385,,,-0.0744186046511629,,,,,,,,,,0.05909090909090908,0.27819548872180455,,,,,,
1949-12-01,-0.018295218295218296,,-0.039215686274509776,,,,,,,0.021164021164021385,,,-0.0744186046511629,,,,,,,,,,0.031818181818181746,0.40601503759398483,,,,,,
1950-01-01,-0.02082465639316955,,-0.04330708661417315,,,,,,,0.010526315789473717,,,-0.05924170616113744,,,,,,,,,,0.0,0.43511450381679406,,,,,,
1950-02-01,-0.012547051442910906,,-0.02371541501976293,,,,,,,0.005235602094240788,,,-0.05023923444976064,,,,,,,,,,-0.06355932203389825,0.45038167938931295,,,,,,
1950-03-01,-0.01129234629861986,,-0.02766798418972327,,,,,,,0.005235602094240788,,,-0.04567307692307687,,,,,,,,,,-0.08750000000000002,0.48854961832061083,,,,,,
1950-04-01,-0.011287625418060276,,-0.02766798418972327,,,,,,,0.0,,,-0.03874092009685215,,,,,,,,,,-0.08786610878661083,0.4696969696969697,,,,,,
1950-05-01,-0.0058552906733584376,,-0.015873015873015817,,,,,,,0.0,,,-0.03406326034063256,,,,,,,,,,-0.08438818565400841,0.4436090225563909,,,,,,
1950-06-01,-0.0016722408026756952,,-0.007905138339920903,,,,,,,0.0,,,-0.03170731707317065,,,,,,,,,,-0.04255319148936165,0.4296296296296296,,,,,,
1950-07-01,0.01561181434599157,,0.032258064516129004,,,,,,,0.0,,,-0.022058823529411686,,,,,,,,,,0.0,0.4558823529411766,,,,,,
1950-08-01,0.021097046413502074,,0.040322580645161255,,,,,,,-0.005181347150259086,,,-0.00987654320987652,,,,,,,,,,-0.0431034482758621,0.5367647058823528,,,,,,
1950-09-01,0.024842105263158,,0.03200000000000003,,,,,,,0.0,,,0.00995024875621886,,,,,,,,,,-0.06779661016949157,0.5514705882352942,,,,,,
1950-10-01,0.0350654837346851,,0.048387096774193505,,,,,,,-0.005181347150259086,,,0.03258145363408538,,,,,,,,,,-0.021739130434782594,0.5620437956204378,,,,,,
1950-11-01,0.03797468354430378,,0.05241935483870974,,,,,,,-0.005181347150259086,,,0.04271356783919611,,,,,,,,,,-0.030042918454935563,0.2294117647058822,,,,,,
1950-12-01,0.0580262600592969,,0.09795918367346923,,,,,,,-0.005181347150259086,,,0.05276381909547734,,,,,,,,,,0.026431718061673992,0.12299465240641716,,,,,,
1951-01-01,0.07954062101233506,,0.1358024691358024,,,,,,,0.005208333333333481,,,0.07304785894206556,,,,,,,,,,0.04845814977973584,0.1436170212765957,,,,,,
1951-02-01,0.09402795425667088,,0.15384615384615397,,,,,,,0.005208333333333481,,,0.09068010075566746,,,,,,,,,,0.13122171945701355,0.13684210526315788,,,,,,
